tier,mean_width,mean_log_width
dry,2.5382910129546232,3.700610406473847
semi_arid,0.8456716635114184,1.743114459661502
humid,3.6573897514844913,1.589165531141101
semi_arid,10.608212872137477,4.439599817288311
dry,0.1700263952061536,2.315511795888319
semi_arid,0.9607043374324704,1.4889287685149573
dry,2.3089904639144616,3.808919631499916
dry,1.2485666656323868,3.872001516313066
dry,1498186.8217277068,9.220141245151671
dry,0.4163581106169508,2.840941327065375
snow,10893147.5818137,3.1282914545399416
snow,8.333393813252053,3.367822988611972
dry,3820.9613170158696,2.81754067723774
snow,11.09492706221982,3.392440249862537
snow,9.31355982895306,3.238085060140146
dry,54997.25307203094,5.246940054726559
dry,166328.88448860214,11.401102270045769
semi_arid,6.4773689261372605,4.912685142579014
dry,6.068311195879586,4.318943170285985
semi_arid,4.489419436795171,2.416382704022671
semi_arid,3.580205277922847,2.4557881808528084
humid,888465.1273498847,5.394442537118609
humid,6.412990631380824,2.713505827095932
humid,25.898200355255973,5.032198314771199
humid,6.398852918074832,2.0251926119118178
humid,18.881122643225304,3.5172221141623443
humid,11.066813054358494,3.3344215202443457
humid,21.291654644286638,5.228857903058063
humid,4.291389331923943,1.64310388828056
humid,10.334948632678897,3.0109251479731367
semi_arid,2.2666271639976534,1.3028316912575522
snow,3.601959601983081,1.4563943309698135
humid,2.284179910717238,2.003246912675526
humid,7.535754568920009,1.4282881443733202
humid,9.749223027354278,1.1644404881881356
humid,11.283336668722834,1.9209902957766671
humid,15.91813589123954,2.244627250632777
humid,3.955231472685913,1.31304873193567
humid,4.553617535010724,1.0422182039764094
humid,4.342601502988522,0.742922421807812
humid,9.206925636409853,1.2768666911750024
humid,9.31833137046934,1.2571872907236974
humid,8.18456962651617,1.296585891255189
snow,2.2709059306326944,1.2173109815215355
humid,8.099850334791014,1.3487091833379854
humid,12.112745619347107,1.8046822802278597
humid,1.5227749297443072,0.8016334543506997
humid,4.780205629400235,0.8895635718635307
snow,5.063534340349261,0.9351302190300724
humid,2.7198303282295866,1.0716513562011272
snow,6.882894665929592,1.081239210074134
humid,7.64506140772713,1.1170855582681347
humid,11.506928902793346,1.4380025691932925
humid,4.077588434860988,0.7783225141880962
humid,8.728148003893311,1.0262880127723264
humid,6.211225753051531,0.9542684385320944
humid,4.9952281290902425,0.8251565879929585
humid,5.951879145836564,1.320526597400992
humid,18.278368425898517,1.3648265042744243
humid,44.25693864025483,2.342261024214344
humid,12.885627753879607,1.4416646484337323
snow,6.633250774585079,1.1645794544648034
snow,7.639675250334117,1.1838253662121312
snow,9.159773658638292,1.165857515257211
snow,5.151562514858611,0.8880933851685608
snow,3.71989987039552,1.295806242788745
snow,547774.2352818985,1.949129064349356
snow,3.980660219435447,1.2325555260881342
snow,6.544971987736242,1.4182415340549672
snow,2.054593673983176,1.5229470242545629
snow,1.271178343887201,0.8203928551564211
snow,0.8264030245421423,1.188253354040451
snow,1.128709587450133,1.1434908624779985
snow,2.6310806791364576,1.389214239846977
snow,2.370458523217722,1.018178000495365
snow,2.81492078754852,1.8442397776728108
snow,5.492632245145478,1.286709546425001
snow,3.2398569593102224,1.1646946599612655
snow,1.781601707179463,1.0336304423791798
snow,1.1045792728178705,0.6576822396420976
snow,1.0397861396324464,0.8276886465543407
snow,1.0902435103117685,0.8169637591829977
snow,0.305456879960565,0.8692666596858534
snow,0.8993544294139119,2.4066527416951824
snow,1.270357054511605,0.7901572268255858
snow,4.386246488270591,1.7339718589665207
snow,1.2239839277481022,0.8972071123500871
snow,1.6110325096032634,1.1732982781892556
snow,1.8918976664467375,0.9780965209846602
snow,2.9322774992946448,1.211263988935712
humid,0.890999956715487,1.0222301497959283
snow,1.4603556902609576,0.9187204327085304
snow,2.8062691832740505,1.0206277047424384
humid,1.7655961920364995,1.1580833302373268
snow,2.9514641125048766,1.0158050198879536
semi_arid,0.7429451834510246,1.1714923200998058
humid,5.130329793315099,1.0536659162337827
humid,17.007691826275735,2.0284884608983296
humid,10.38892149073071,1.2951299875840594
humid,8.382586738239313,1.0002716791482906
humid,7.836337415504754,1.0274373680300706
humid,5.892003807062369,0.92243418936251
humid,3160783.721839786,4.423786391326879
humid,3.181466420475993,0.7021764341035794
humid,11.839506790989091,1.8721678988145047
humid,2.577030934466265,1.0331874029430743
humid,7.159956665452786,1.1719967995677565
humid,5.002933665145383,1.040552737496964
humid,10.827883653151831,1.555325204440579
humid,5.840188333793452,1.3210588885850456
humid,5.343341031397203,0.9795108891013736
humid,6.580518921725372,1.0847205103737674
humid,5.575042715743869,0.990313728541608
humid,6.075453849302074,1.542901488600611
humid,5.52209010909104,1.0318555243673238
humid,6.032050162961799,0.8731158861040533
humid,12.672248639602053,2.0724343965600527
humid,4.96657828163336,1.0637172962060395
humid,2.2463374807396077,1.445372648489072
humid,7.668610559111586,2.3130089214536835
humid,3.869393881154625,1.22503473308486
humid,8.87274640571248,1.842348247271052
semi_arid,1.1942297128354666,2.721132479696947
humid,11.364330890324164,1.7450124962139149
